date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:48	239197/239197	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdefghijmoqruvx_10277231024135831.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdefghijmoqruvx_10277231024135831.js.descarga	(from )
16:54:48	239197/239197	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdefghijmoqruvx_10271230629152232.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdefghijmoqruvx_10271230629152232.js.descarga	(from )
16:54:48	239197/239197	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdefghijmoqruvx_10263230321103025.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdefghijmoqruvx_10263230321103025.js.descarga	(from )
16:54:48	18469/18469	---M--	200	added ('OK')	image/png	etag:%220f85ececf2d91:0%22	https://m.serlefin.com/chatdaviplata/SerlefinWidget/IMG/boton.png	C:/Users/Kevin%20Samboni/Desktop/ds/m.serlefin.com/chatdaviplata/SerlefinWidget/IMG/boton.png	(from )
16:54:48	239197/239197	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdfghjqrux_10259230120101641.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdfghjqrux_10259230120101641.js.descarga	(from )
16:54:48	239197/239197	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdfghjqrux_10251220909040818.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27NVdfghjqrux_10251220909040818.js.descarga	(from )
16:54:48	236464/236464	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27Vdfghjqrux_10249220905100923.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27Vdfghjqrux_10249220905100923.js.descarga	(from )
16:54:48	236464/236464	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10209210209190405.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10209210209190405.js.descarga	(from )
16:54:48	236464/236464	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10181191119154660.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10181191119154660.js.descarga	(from )
16:54:48	236464/236464	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10181191119154660(1).js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10181191119154660(1).js.descarga	(from )
16:54:48	236464/236464	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10179191120132458.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA27SVdefghijmoqruvx_10179191120132458.js.descarga	(from )
16:54:48	194710/194710	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA2SVfhqr_10165190415111356.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA2SVfhqr_10165190415111356.js.descarga	(from )
16:54:48	194710/194710	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA2SVfhqr_10161190228170440.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA2SVfhqr_10161190228170440.js.descarga	(from )
16:54:48	194710/194710	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA2SVfhqr_10161190211091846.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ruxitagentjs_ICA2SVfhqr_10161190211091846.js.descarga	(from )
16:54:48	444/444	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/form.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/form.css	(from )
16:54:48	141950/141950	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/mashup_ra_collection	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/mashup_ra_collection	(from )
16:54:48	74844/74844	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ra_collection	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ra_collection	(from )
16:54:48	3772/3772	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/royalslider.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/royalslider.css	(from )
16:54:48	150503/150503	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/style.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/style.css	(from )
16:54:48	8071/8071	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/fonts.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/fonts.css	(from )
16:54:48	61080/61080	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/style-responsive.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/style-responsive.css	(from )
16:54:48	160403/160403	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/bootstrap.min.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/bootstrap.min.css	(from )
16:54:48	978/978	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/stilosTop.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/stilosTop.css	(from )
16:54:48	1742/1742	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/floatStyles.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/floatStyles.css	(from )
16:54:48	2666/2666	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/css2	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/css2	(from )
16:54:48	92629/92629	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery-1.9.1.min.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery-1.9.1.min.js.descarga	(from )
16:54:48	3632/3632	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.easing.1.3.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.easing.1.3.js.descarga	(from )
16:54:48	93636/93636	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery-1.8.3.min.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery-1.8.3.min.js.descarga	(from )
16:54:48	303/303	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jqueryModal.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jqueryModal.js.descarga	(from )
16:54:48	50004/50004	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.royalslider.min.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.royalslider.min.js.descarga	(from )
16:54:48	2014/2014	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.scrollTo-min.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.scrollTo-min.js.descarga	(from )
16:54:48	14726/14726	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/script.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/script.js.descarga	(from )
16:54:48	3517/3517	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/custom-form-elements.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/custom-form-elements.js.descarga	(from )
16:54:48	1069/1069	---M-Z	200	added ('OK')	text/css	etag:%220b9c546df2d91:0%22	https://m.serlefin.com/chatdaviplata/SerlefinWidget/CSS/SerlefinWidget.css	C:/Users/Kevin%20Samboni/Desktop/ds/m.serlefin.com/chatdaviplata/SerlefinWidget/CSS/SerlefinWidget.css	(from )
16:54:49	2844/2844	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/val-form.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/val-form.js.descarga	(from )
16:54:49	1516/1516	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/util-form.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/util-form.js.descarga	(from )
16:54:49	1809/1809	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.xdomainrequest.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.xdomainrequest.js.descarga	(from )
16:54:49	3646/3646	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/chat(1).js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/chat(1).js.descarga	(from )
16:54:49	348/348	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/search.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/search.js.descarga	(from )
16:54:49	1931/1931	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/sitefront.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/sitefront.js.descarga	(from )
16:54:49	10802/10802	--FM--	200	added ('OK')	application/descarga		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.touchSwipe.min.js.descarga	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/jquery.touchSwipe.min.js.descarga	(from )
16:54:49	1069/1069	--FM--	200	added ('OK')	text/css		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/SerlefinWidget.css	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/SerlefinWidget.css	(from )
16:54:49	453107/453107	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm	(from )
16:54:49	2809/2809	--FM--	200	added ('OK')	image/jpeg		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/cerrar.jpg	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/cerrar.jpg	(from )
16:54:49	394985/394985	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm(1)	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm(1)	(from )
16:54:49	18018/18018	--FM--	200	added ('OK')	image/jpeg		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/navegadores.jpg	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/navegadores.jpg	(from )
16:54:49	437215/437215	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm(2)	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm(2)	(from )
16:54:49	1065/1065	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/logo-menu.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/logo-menu.png	(from )
16:54:49	1533/1533	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/logo-header-m.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/logo-header-m.png	(from )
16:54:49	928/928	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/f3739-menu-simbolo1.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/f3739-menu-simbolo1.png	(from )
16:54:49	685/685	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ed952-menu-simbolo2.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/ed952-menu-simbolo2.png	(from )
16:54:49	1203/1203	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/03ed4-menu-simbolo3.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/03ed4-menu-simbolo3.png	(from )
16:54:49	1002/1002	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/083c1-menu-simbolo4.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/083c1-menu-simbolo4.png	(from )
16:54:49	957/957	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/14367-menu-simbolo5.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/14367-menu-simbolo5.png	(from )
16:54:49	875/875	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/8e98a-menu-simbolo6.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/8e98a-menu-simbolo6.png	(from )
16:54:49	1054/1054	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/91c2-menu-simbolo11.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/91c2-menu-simbolo11.png	(from )
16:54:49	1181/1181	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/dd631-menu-simbolo7.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/dd631-menu-simbolo7.png	(from )
16:54:49	1278/1278	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/a011b-menu-simbolo8.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/a011b-menu-simbolo8.png	(from )
16:54:49	1161/1161	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/f134r-menu-simbolo9.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/f134r-menu-simbolo9.png	(from )
16:54:49	1150/1150	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/x4edt-menu-simbolo10.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/x4edt-menu-simbolo10.png	(from )
16:54:49	1413/1413	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo9.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo9.png	(from )
16:54:49	1501/1501	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo10.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo10.png	(from )
16:54:49	1336/1336	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo11.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo11.png	(from )
16:54:49	1299/1299	--FM--	200	added ('OK')	image/png		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo12.png	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/menu-simbolo12.png	(from )
16:54:49	365997/365997	--FM--	200	added ('OK')	application/octet-stream		file:///C:/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm(3)	C:/Users/Kevin%20Samboni/Desktop/ds/file/C_/Users/Kevin%20Samboni/Downloads/www.daviplata.com_files/wcm(3)	(from )
16:54:49	3397/3397	---M-Z	200	added ('OK')	application/javascript	etag:%220eb58c646f6d91:0%22	https://m.serlefin.com/chatdaviplata/SerlefinWidget/JS/SerlefinWidget.js?v=2	C:/Users/Kevin%20Samboni/Desktop/ds/m.serlefin.com/chatdaviplata/SerlefinWidget/JS/SerlefinWidget5e1f.js	(from )
